session_id,user_id,content_type,date,device,duration_min,watch_completion_pct
S331643,U10775,C1118,2023-02-08,Desktop,33.0,0.46
S635496,U10380,C1046,2024-08-22,Tablet,33.0,0.46
S944343,U11061,C1134,2024-11-22,Console,39.0,0.58
S366385,U11105,C1147,2024-11-14,TV,24.0,0.21
S722335,U11100,C1061,2022-07-11,Desktop,78.0,
S925069,U10976,C1169,2021-02-09,TV,35.0,0.33
S603497,U10294,C1200,2023-01-21,TV,36.0,0.15
S242916,U11738,C1201,2024-07-23,Desktop,24.0,0.54
S363384,U12024,C1148,2024-10-22,TV,55.0,
S553858,U10694,C1112,2020-06-13,Console,89.0,0.65
S199298,U11743,C1182,2022-01-07,Console,39.0,0.11
S108976,U12006,C1160,2023-08-04,Mobile,41.0,0.27
S595203,U11697,C1106,2024-11-24,TV,,0.14
S379693,U11287,C1101,2025-01-26,Mobile,15.0,
S895854,U11728,C1158,2021-12-22,TV,41.0,0.75
S538843,U10685,C1107,2024-09-26,Console,36.0,0.36
S816696,U11155,C1135,2024-01-28,Console,17.0,
S263703,U10737,C1113,2020-06-09,Desktop,33.0,0.27
S644505,U11025,C1079,2024-04-03,Mobile,79.0,0.45
S920699,U10575,C1153,2024-11-18,Console,48.0,0.3
S603088,U10542,C1022,2024-03-19,TV,27.0,
S159140,U11936,C1206,2023-09-19,Console,45.0,0.45
S485283,U12043,C1080,2024-10-24,Desktop,67.0,0.61
S722060,U11128,C1032,2023-03-17,Mobile,39.0,0.52
S977496,U11580,C1002,2024-11-28,Mobile,25.0,0.45
S345132,U11882,C1012,2024-03-26,Console,17.0,
S723590,U11189,C1039,2023-12-29,Desktop,151.0,0.36
S572587,U10020,C1180,2024-06-13,Console,,
S460127,U10930,C1142,2023-05-24,Mobile,24.0,0.16
S860174,U11158,C1051,2023-04-05,TV,64.0,0.41
S920523,U11408,C1097,2023-06-02,Tablet,46.0,
S678520,U10257,C1148,2022-06-05,TV,54.0,0.13
S816462,U10254,C1074,2021-11-21,Tablet,34.0,0.7
S472534,U12057,C1083,2023-07-06,Console,74.0,0.54
S607488,U11037,C1082,2024-10-18,Desktop,53.0,0.43
S374858,U11166,C1153,2024-11-05,TV,42.0,0.3
S478486,U10503,C1127,2024-10-15,Mobile,40.0,0.5
S338131,U11171,C1185,2024-06-02,Desktop,44.0,0.16
S337332,U10743,C1068,2024-03-16,desktop,62.0,
S798128,U11971,C1161,2021-02-10,Mobile,52.0,
S130865,U11984,C1138,2024-04-02,Console,39.0,0.31
S103746,U11509,C1113,2023-10-02,Desktop,56.0,0.1
S978924,U10287,C1223,2024-02-22,console,39.0,
S166983,U10900,C1154,2023-04-01,Mobile,60.0,
S483982,U11187,C1123,2024-03-27,Tablet,76.0,
S143887,U11024,C1039,2024-10-27,Console,51.0,0.21
S505072,U11584,C1171,2023-09-30,TV,63.0,
S164211,U11844,C1138,2020-08-16,Desktop,50.0,
S691176,U10105,C1083,2024-01-17,Mobile,64.0,0.12
S350101,U10446,C1137,2024-09-22,Console,27.0,0.29
S362944,U11501,C1188,2024-07-10,Tablet,32.0,0.12
S824305,U10754,C1047,2025-01-07,Desktop,57.0,0.55
S495628,U11389,C1161,2024-11-08,Tablet,80.0,0.57
S647293,U11929,C1006,2024-05-16,Desktop,19.0,0.27
S398649,U11699,C1153,2023-08-17,Mobile,78.0,0.17
S816074,U11166,C1017,2024-08-14,Mobile,38.0,
S563796,U10309,C1084,2023-07-14,Console,102.0,0.35
S492571,U10415,C1021,2021-07-01,Desktop,38.0,0.56
S925810,U10351,C1108,2020-11-18,Mobile,13.0,0.26
S516683,U10728,C1022,2023-12-23,TV,70.0,0.14
S929122,U10790,C1074,2021-08-05,Tablet,46.0,0.14
S149667,U11045,C1103,2023-09-02,Tablet,46.0,
S948247,U11881,C1026,2024-12-26,Console,26.0,0.09
S308504,U11037,C1113,2024-09-21,Desktop,32.0,0.56
S547642,U10309,C1023,2021-05-29,TV,,0.21
S662651,U10278,C1219,2023-06-09,Tablet,,
S730836,U10562,C1018,2022-10-27,Tablet,58.0,0.43
S289086,U12033,C1085,2024-10-17,Desktop,21.0,0.49
S752677,U10048,C1102,2024-11-19,Console,51.0,
S208209,U10622,C1058,2023-10-09,Console,39.0,
S545138,U10783,C1164,2024-02-23,Console,32.0,0.66
S464598,U11961,C1023,2023-08-11,TV,35.0,0.67
S556339,U10928,C1108,2022-01-24,TV,39.0,0.23
S411919,U10086,C1133,2024-12-09,Console,45.0,
S267939,U11590,C1040,2022-01-15,Mobile,28.0,
S502960,U10874,C1049,2023-06-29,Tablet,80.0,0.17
S556864,U10080,C1157,2025-01-15,Mobile,30.0,0.5
S390276,U10627,C1217,2024-12-23,Desktop,43.0,
S620758,U11344,C1057,2023-01-04,Tablet,59.0,0.62
S443577,U10213,C1208,2023-06-11,Mobile,46.0,0.19
S317098,U10607,C1116,2024-08-11,Tablet,90.0,
S446374,U11186,C1120,2024-03-09,Desktop,,0.11
S480340,U11686,C1093,2024-02-14,Mobile,48.0,0.4
S485804,U11193,C1212,2024-08-19,TV,44.0,0.26
S921904,U11029,C1170,2022-08-15,Console,36.0,0.43
S554171,U11691,C1148,2023-05-19,TV,50.0,
S354604,U11684,C1089,2024-04-17,TV,80.0,0.27
S434539,U10422,C1074,2024-01-29,Tablet,57.0,0.3
S863597,U10079,C1048,2024-11-30,Console,31.0,0.28
S971838,U10074,C1100,2024-03-31,Console,31.0,0.15
S622757,U10768,C1167,2024-08-07,Console,34.0,0.48
S819209,U10030,C1119,2024-11-30,TV,39.0,
S458554,U10992,C1084,2024-05-27,Desktop,84.0,0.21
S167425,U10839,C1102,2024-11-27,Console,49.0,0.61
S495441,U10565,C1020,2021-03-12,Tablet,47.0,
S252316,U10630,C1019,2024-07-23,Console,59.0,
S982321,U11883,C1186,2023-04-29,Tablet,36.0,
S815248,U10839,C1047,2024-05-04,Desktop,131.0,0.35
S892827,U11435,C1006,2024-12-24,Mobile,95.0,
S169733,U11229,C1185,2024-05-06,TV,110.0,0.12
S227065,U10291,C1087,2021-08-10,TV,64.0,0.22
S542700,U11394,C1204,2024-07-06,Console,62.0,0.4
S947966,U11409,C1051,2022-08-23,TV,26.0,0.29
S165734,U11336,C1157,2023-09-03,Mobile,102.0,0.34
S596183,U10680,C1222,2025-01-31,Mobile,26.0,
S182483,U10644,C1175,2024-12-12,Console,74.0,0.23
S465597,U10048,C1099,2024-11-21,Tablet,25.0,0.3
S185400,U11331,C1117,2023-02-16,Desktop,31.0,
S161890,U12055,C1208,2022-06-23,TV,69.0,
S329541,U10336,C1119,2024-11-17,Mobile,31.0,
S399305,U11612,C1061,2024-11-09,Tablet,,0.52
S736108,U10601,C1222,2024-06-23,console,20.0,0.47
S233159,U11876,C1021,2023-03-31,Tablet,60.0,0.28
S851477,U12024,C1039,2024-07-01,console,84.0,0.29
S626203,U12019,C1131,2024-11-22,Tablet,157.0,0.68
S490302,U10059,C1140,2021-03-08,TV,41.0,0.56
S446117,U11094,C1153,2025-01-25,TV,59.0,0.14
S460919,U11251,C1044,2024-09-29,Console,39.0,
S941095,U11793,C1100,2021-06-22,Console,67.0,
S834478,U10279,C1027,2021-05-14,TV,25.0,0.43
S592061,U10783,C1045,2023-09-26,Console,40.0,0.76
S784389,U11931,C1048,2024-07-29,Console,102.0,
S175590,U10953,C1137,2025-01-07,Desktop,58.0,0.47
S996162,U10960,C1161,2023-03-09,Desktop,77.0,0.09
S357284,U10646,C1152,2022-11-15,Desktop,61.0,0.46
S246687,U10623,C1136,2023-05-25,TV,65.0,0.41
S834891,U10786,C1150,2024-04-14,Console,47.0,
S529983,U10023,C1132,2024-09-27,Tablet,15.0,0.39
S580142,U11576,C1072,2023-02-07,TV,,0.27
S349784,U11415,C1041,2022-09-21,Desktop,47.0,0.23
S404457,U11332,C1010,2025-01-24,TV,51.0,0.1
S518232,U10238,C1031,2021-08-20,TV,45.0,
S987357,U10475,C1054,2022-08-25,TV,87.0,0.63
S979601,U10444,C1144,2024-10-15,Mobile,74.0,0.57
S305186,U11827,C1192,2024-10-12,TV,18.0,0.53
S132702,U11273,C1197,2024-07-22,Desktop,79.0,0.15
S311145,U10399,C1020,2023-08-20,Tablet,67.0,0.17
S948570,U10033,C1092,2023-10-23,Mobile,92.0,
S462140,U10428,C1095,2021-09-14,Tablet,36.0,0.05
S552991,U11360,C1133,2023-09-27,Desktop,76.0,0.5
S789560,U11937,C1214,2024-12-19,Mobile,21.0,0.35
S166944,U10536,C1200,2025-01-23,TV,27.0,
S754691,U12003,C1117,2024-10-30,TV,67.0,
S107692,U10386,C1126,2022-10-24,TV,53.0,0.36
S105723,U12040,C1084,2024-04-24,Mobile,29.0,0.59
S549691,U11241,C1209,2022-12-18,Tablet,,0.62
S849055,U10414,C1176,2023-06-09,Desktop,39.0,0.29
S433071,U11658,C1051,2023-08-12,Mobile,27.0,0.12
S677178,U10289,C1031,2023-06-23,Console,124.0,0.76
S551185,U10508,C1153,2024-10-20,Console,17.0,
S417744,U11604,C1088,2025-01-03,Tablet,51.0,0.77
S318297,U10163,C1212,2023-05-25,Mobile,22.0,0.18
S180109,U11623,C1060,2021-12-22,Desktop,29.0,0.18
S793393,U10090,C1046,2024-08-13,Tablet,98.0,0.12
S523912,U11498,C1050,2024-05-21,console,35.0,
S611881,U10276,C1176,2022-03-20,Desktop,18.0,0.18
S679770,U11939,C1033,2024-06-04,Mobile,54.0,0.48
S934186,U11895,C1220,2024-03-11,Desktop,48.0,0.55
S721144,U10351,C1131,2021-12-11,Desktop,42.0,0.29
S678536,U11510,C1200,2023-09-26,Desktop,28.0,
S458614,U10958,C1080,2023-02-20,TV,15.0,
S549020,U10534,C1006,2023-08-26,Tablet,28.0,0.21
S193705,U11398,C1208,2024-06-06,Mobile,32.0,0.11
S518354,U11834,C1100,2022-04-09,TV,35.0,
S779855,U10426,C1034,2023-12-30,Tablet,,0.19
S360795,U11417,C1166,2023-06-04,TV,116.0,
S327736,U11461,C1067,2023-01-02,Desktop,59.0,
S806774,U10280,C1048,2022-01-31,Desktop,26.0,0.41
S962415,U10449,C1153,2024-11-01,Tablet,40.0,0.37
S779052,U11244,C1172,2024-08-23,Mobile,74.0,0.33
S550814,U10038,C1217,2022-02-12,Desktop,34.0,0.48
S209896,U10874,C1108,2024-01-28,Tablet,31.0,0.15
S918360,U11190,C1006,2024-05-23,Desktop,138.0,0.7
S833213,U11834,C1138,2023-01-26,Mobile,45.0,0.22
S288753,U11704,C1054,2024-10-26,TV,55.0,
S152643,U11249,C1079,2024-10-01,Mobile,57.0,0.39
S610954,U11007,C1058,2024-11-02,Tablet,32.0,0.55
S693269,U12029,C1195,2020-11-07,TV,18.0,0.65
S345579,U10029,C1201,2023-11-10,Desktop,27.0,0.85
S670799,U10365,C1217,2022-02-17,TV,42.0,0.26
S839543,U12001,C1091,2024-03-23,Desktop,18.0,0.32
S967989,U10174,C1145,2024-05-25,Desktop,22.0,
S671311,U11515,C1163,2024-05-25,Tablet,98.0,0.34
S829047,U10488,C1092,2025-01-05,mobile,49.0,0.44
S471776,U11142,C1097,2024-08-31,Console,31.0,
S538095,U10304,C1152,2021-09-07,Mobile,69.0,0.42
S828516,U10244,C1073,2023-01-25,TV,59.0,0.57
S117607,U11745,C1008,2023-01-19,TV,49.0,0.53
S701085,U10614,C1208,2023-03-03,Tablet,,0.47
S856783,U11890,C1184,2023-10-14,Desktop,71.0,
S582360,U11470,C1113,2024-10-21,Desktop,32.0,0.12
S566893,U10389,C1194,2024-03-25,Mobile,16.0,
S858312,U11778,C1084,2021-10-01,Console,25.0,0.51
S575680,U11335,C1157,2023-09-25,Console,21.0,0.69
S525193,U11128,C1187,2021-10-09,Console,,0.08
S534675,U10052,C1129,2021-03-22,Desktop,34.0,0.51
S760567,U11406,C1008,2023-01-10,TV,35.0,
S963347,U10273,C1196,2023-11-15,Tablet,25.0,
S502291,U10348,C1043,2022-05-05,TV,43.0,
S895603,U10825,C1116,2022-06-12,Mobile,192.0,0.15
S628271,U10497,C1030,2024-08-31,TV,39.0,0.72
S565422,U10581,C1106,2024-07-02,TV,76.0,0.42
S731452,U11016,C1117,2022-11-21,Mobile,19.0,0.58
S537183,U11169,C1122,2023-04-12,Tablet,61.0,0.53
S768477,U10882,C1027,2023-03-27,Console,29.0,
S306173,U10342,C1187,2024-08-14,TV,28.0,
S469565,U11385,C1128,2023-01-22,Tablet,47.0,0.21
S624919,U10983,C1212,2023-10-22,Mobile,105.0,0.24
S615911,U10505,C1017,2023-03-29,Tablet,20.0,0.49
S247379,U10884,C1164,2024-09-27,Console,63.0,0.76
S174890,U10685,C1196,2025-01-01,Tablet,89.0,0.86
S939393,U11460,C1032,2023-02-21,tablet,50.0,0.05
S655775,U10591,C1142,2023-03-12,Mobile,131.0,0.16
S515135,U11221,C1062,2023-09-16,Console,,0.55
S491255,U10932,C1147,2023-07-26,Tablet,63.0,0.42
S826969,U10822,C1013,2023-06-27,Console,,0.65
S652148,U10114,C1094,2024-10-25,Tablet,36.0,
S852034,U11446,C1113,2022-05-06,Tablet,38.0,0.18
S766204,U11911,C1022,2024-10-03,Console,22.0,0.09
S708270,U10515,C1115,2024-09-02,Console,42.0,
S849231,U11038,C1192,2023-08-05,Desktop,23.0,0.53
S326891,U11343,C1029,2021-12-05,Tablet,36.0,
S375303,U10672,C1178,2023-08-31,Tablet,,
S125030,U11183,C1201,2024-09-16,Mobile,71.0,
S696624,U10131,C1153,2024-11-03,TV,107.0,
S359026,U11350,C1151,2023-11-24,Mobile,83.0,0.29
S380295,U10965,C1147,2024-09-27,Desktop,30.0,
S285364,U11966,C1213,2023-12-30,Desktop,67.0,0.35
S175939,U10174,C1170,2025-01-15,Console,26.0,0.72
S626416,U11819,C1010,2024-12-19,Tablet,44.0,0.15
S601806,U11643,C1034,2022-12-30,TV,42.0,0.57
S230581,U10966,C1135,2022-02-24,TV,58.0,0.17
S612908,U11268,C1099,2024-12-27,Desktop,41.0,
S690533,U11251,C1006,2022-12-01,Mobile,46.0,0.6
S403655,U10371,C1039,2024-11-05,Desktop,80.0,0.38
S226234,U10972,C1056,2024-06-05,Desktop,31.0,0.21
S446457,U11775,C1013,2024-01-28,Tablet,21.0,0.66
S430859,U11592,C1170,2024-12-01,Mobile,73.0,
S359457,U11866,C1194,2024-04-23,TV,48.0,0.82
S513640,U11687,C1189,2022-07-09,Tablet,49.0,0.42
S235033,U12045,C1073,2024-01-19,Tablet,34.0,
S161270,U11405,C1077,2025-01-04,Console,36.0,0.77
S661626,U10377,C1013,2022-12-24,console,35.0,
S273432,U10379,C1076,2023-04-10,Console,26.0,0.22
S185448,U11196,C1207,2024-06-16,Desktop,39.0,0.48
S869470,U10200,C1164,2024-09-27,Tablet,26.0,0.38
S697895,U11649,C1025,2023-10-09,Desktop,21.0,0.1
S704837,U10304,C1102,2021-04-22,TV,23.0,0.2
S931365,U10767,C1149,2024-03-30,Desktop,19.0,
S862062,U11522,C1046,2025-01-17,Console,55.0,0.45
S847395,U11014,C1211,2024-12-16,Console,33.0,0.37
S723368,U10221,C1082,2023-10-07,Tablet,53.0,
S539397,U11197,C1051,2022-03-10,Console,63.0,0.2
S572321,U11923,C1045,2024-11-03,TV,36.0,0.06
S767176,U11511,C1130,2022-09-29,Desktop,51.0,0.85
S329187,U11500,C1002,2024-02-05,Desktop,46.0,0.28
S969655,U10267,C1031,2024-10-27,Tablet,30.0,0.42
S321386,U10043,C1164,2024-03-01,Desktop,31.0,
S222943,U10686,C1045,2023-05-20,Tablet,30.0,
S451073,U10523,C1033,2024-09-02,Console,121.0,0.26
S731990,U10359,C1036,2023-09-05,Tablet,16.0,
S730270,U11568,C1159,2023-12-31,Tablet,78.0,0.23
S470886,U10590,C1199,2023-11-09,Mobile,40.0,
S488223,U10217,C1116,2024-02-08,Mobile,30.0,0.7
S962235,U12048,C1119,2024-10-04,Mobile,57.0,0.19
S638467,U11338,C1075,2024-03-28,Desktop,45.0,0.09
S483761,U11448,C1094,2022-10-16,TV,111.0,0.53
S495617,U10331,C1013,2024-12-31,Console,53.0,0.16
S307695,U10823,C1088,2021-11-29,TV,46.0,0.22
S790161,U10398,C1161,2024-10-07,Desktop,47.0,0.74
S882654,U11455,C1043,2024-07-27,Mobile,34.0,0.36
S766097,U10997,C1198,2024-11-22,tv,26.0,
S749497,U11236,C1211,2023-08-05,TV,80.0,0.18
S537178,U11122,C1044,2022-05-03,Desktop,53.0,0.36
S392693,U10734,C1065,2023-03-10,TV,37.0,0.16
S714344,U10824,C1119,2023-07-26,Console,20.0,0.4
S690725,U11784,C1091,2024-11-30,Mobile,35.0,0.15
S146401,U10846,C1034,2023-01-20,Mobile,27.0,0.27
S910936,U10523,C1068,2023-12-10,Desktop,56.0,0.56
S544803,U10804,C1000,2023-03-28,Mobile,22.0,
S578500,U10535,C1119,2022-03-01,Desktop,30.0,0.28
S727756,U10822,C1161,2022-05-17,TV,26.0,
S824256,U11626,C1063,2023-12-21,TV,57.0,0.2
S762592,U10024,C1140,2025-01-19,Desktop,66.0,0.41
S973745,U11021,C1094,2024-01-02,Mobile,36.0,0.81
S459789,U10962,C1102,2024-02-28,TV,29.0,
S758402,U11143,C1144,2022-02-22,Desktop,69.0,0.07
S894226,U11021,C1005,2023-03-11,Desktop,70.0,0.77
S127193,U11571,C1173,2024-12-20,Desktop,40.0,0.31
S101453,U10877,C1213,2023-02-05,Desktop,59.0,0.08
S940056,U10824,C1063,2020-10-25,Tablet,,
S797890,U10586,C1125,2024-05-14,Desktop,58.0,
S205823,U10551,C1203,2024-12-23,Mobile,79.0,
S320555,U11216,C1069,2022-01-11,tv,18.0,0.43
S863756,U10523,C1035,2022-04-21,Console,41.0,0.21
S746764,U10751,C1016,2024-03-26,desktop,18.0,0.3
S308762,U10964,C1012,2025-01-13,TV,51.0,0.65
S631324,U11522,C1147,2025-01-15,Console,29.0,0.17
S418437,U10679,C1008,2023-06-30,Desktop,60.0,
S912452,U11079,C1146,2021-07-07,Mobile,36.0,
S348530,U10109,C1216,2023-06-07,TV,55.0,0.19
S198303,U11659,C1054,2024-09-22,Tablet,,
S388965,U10578,C1046,2024-10-08,Mobile,23.0,0.7
S415892,U10453,C1050,2023-11-19,TV,66.0,0.31
S529208,U11578,C1019,2025-01-09,Console,69.0,0.3
S738965,U11874,C1188,2024-04-30,Mobile,29.0,0.33
S432084,U10242,C1071,2024-12-14,TV,76.0,0.64
S651562,U10518,C1033,2023-05-06,Console,62.0,0.48
S793664,U11600,C1108,2024-10-03,Desktop,54.0,0.5
S978577,U11236,C1185,2022-11-13,Mobile,32.0,0.18
S909887,U10876,C1152,2021-10-21,Console,38.0,0.2
S931904,U11656,C1045,2023-07-21,Tablet,44.0,
S545486,U10416,C1195,2022-09-26,Console,21.0,0.3
S377692,U12038,C1020,2023-12-01,Mobile,37.0,0.88
S398521,U11571,C1048,2024-02-05,Mobile,49.0,0.33
S771732,U10530,C1109,2024-05-16,Mobile,57.0,
S470919,U10347,C1112,2024-11-14,tablet,26.0,
S485139,U10526,C1087,2023-03-24,Tablet,47.0,
S294717,U11008,C1179,2023-09-28,TV,57.0,0.34
S562832,U11313,C1090,2024-02-02,Tablet,44.0,0.63
S470376,U11770,C1070,2023-05-27,Mobile,20.0,0.28
S731702,U11455,C1074,2024-08-06,Tablet,27.0,
S661114,U11277,C1168,2024-10-15,Console,32.0,
S609118,U11972,C1167,2025-01-13,Desktop,43.0,0.28
S910148,U10256,C1211,2022-09-05,Mobile,61.0,0.52
S215346,U11846,C1040,2022-09-09,Mobile,30.0,
S131701,U10955,C1145,2024-10-24,tv,43.0,0.19
S400699,U10366,C1038,2024-09-19,Desktop,45.0,0.41
S936176,U10951,C1046,2024-09-29,Tablet,60.0,0.69
S130819,U10707,C1086,2024-11-06,Tablet,,0.2
S120658,U11653,C1063,2023-01-19,TV,27.0,0.31
S975559,U10478,C1213,2024-09-23,Mobile,37.0,
S375836,U12028,C1091,2023-06-24,console,50.0,0.07
S507157,U11569,C1145,2023-08-17,Console,54.0,0.54
S513050,U11602,C1172,2023-01-10,Desktop,68.0,0.08
S272727,U11216,C1162,2022-06-03,Desktop,41.0,0.47
S128134,U10589,C1018,2024-08-17,TV,86.0,0.41
S290721,U10322,C1107,2024-07-03,Console,21.0,
S817797,U11518,C1204,2022-11-01,Tablet,20.0,0.05
S828253,U10075,C1146,2023-03-30,Desktop,67.0,
S282136,U11122,C1052,2024-06-14,TV,35.0,0.15
S350201,U11775,C1193,2024-10-07,Desktop,22.0,0.02
S487111,U10051,C1197,2023-08-26,Tablet,62.0,
S723991,U11894,C1178,2023-10-09,Desktop,142.0,0.52
S881684,U10188,C1215,2024-02-15,Desktop,36.0,0.42
S663978,U11310,C1039,2021-11-23,Mobile,46.0,0.38
S622354,U10443,C1161,2024-04-17,Mobile,27.0,0.38
S721771,U10925,C1104,2023-02-03,Console,40.0,0.41
S632760,U10747,C1058,2024-09-27,Mobile,43.0,0.25
S601543,U10643,C1172,2025-01-21,Mobile,48.0,
S490865,U11123,C1206,2023-03-23,Console,102.0,0.22
S288105,U11322,C1190,2023-03-26,Tablet,72.0,0.34
S518290,U10635,C1002,2024-07-25,TV,35.0,0.75
S591123,U10978,C1017,2024-07-06,Tablet,54.0,0.52
S696732,U11456,C1023,2024-01-24,Desktop,34.0,0.39
S599967,U10058,C1083,2023-10-08,Tablet,28.0,0.48
S355494,U11392,C1158,2024-12-26,TV,73.0,0.32
S583717,U11795,C1045,2023-11-07,Desktop,30.0,
S388457,U10181,C1127,2021-12-04,Console,54.0,0.53
S749331,U10392,C1216,2024-04-27,Desktop,,0.27
S713432,U11442,C1180,2024-01-22,Desktop,76.0,
S647406,U11043,C1186,2024-12-19,Mobile,33.0,
S576901,U10636,C1107,2024-09-25,Tablet,56.0,0.23
S977177,U11941,C1133,2024-10-02,Tablet,50.0,0.19
S128131,U11395,C1182,2024-07-19,Desktop,18.0,0.31
S640121,U11149,C1064,2024-06-23,Desktop,31.0,0.03
S114226,U11112,C1019,2024-10-23,Console,44.0,0.36
S920126,U11169,C1172,2024-11-05,Desktop,37.0,0.64
S743812,U10526,C1204,2021-11-04,TV,28.0,-0.01
S249832,U11361,C1214,2024-08-19,Mobile,24.0,0.33
S559387,U10520,C1081,2022-05-28,Console,49.0,0.63
S652887,U10999,C1190,2024-06-29,Desktop,24.0,0.35
S370429,U11236,C1165,2022-11-28,Mobile,54.0,0.36
S290148,U10433,C1141,2024-12-17,Mobile,,0.17
S281698,U11976,C1159,2024-05-25,Tablet,41.0,
S300776,U11251,C1136,2023-11-01,TV,75.0,
S855081,U10436,C1214,2024-06-30,Tablet,28.0,
S291187,U10357,C1199,2025-01-29,Console,44.0,0.73
S544069,U10716,C1021,2024-08-22,Console,62.0,
S510811,U10640,C1058,2024-01-23,Desktop,83.0,
S518308,U10133,C1026,2022-01-04,Console,18.0,
S424390,U10012,C1106,2024-12-24,TV,45.0,
S461168,U11129,C1210,2023-09-23,Mobile,57.0,0.18
S432706,U11966,C1121,2022-04-12,Desktop,22.0,0.38
S217997,U11608,C1012,2023-12-27,desktop,51.0,
S336264,U10802,C1057,2024-10-24,Desktop,72.0,0.47
S671556,U11449,C1121,2023-06-10,TV,65.0,
S741405,U10409,C1004,2024-07-17,Tablet,136.0,
S951549,U10052,C1148,2023-02-12,Desktop,,0.25
S766664,U11499,C1072,2025-01-20,Console,45.0,0.39
S700122,U10328,C1141,2024-11-24,Mobile,31.0,
S994147,U11160,C1223,2024-06-22,Tablet,,0.21
S958992,U10605,C1168,2021-09-14,Console,29.0,0.38
S506757,U10815,C1097,2024-03-18,Console,96.0,0.8
S617732,U10247,C1098,2024-12-25,Tablet,36.0,0.5
S721954,U11546,C1160,2024-04-27,Console,30.0,0.19
S410657,U10513,C1027,2021-12-06,Console,28.0,
S903711,U10615,C1212,2024-12-25,Mobile,58.0,0.39
S286176,U10700,C1028,2021-11-23,TV,65.0,0.33
S680207,U11544,C1061,2021-01-18,TV,20.0,
S330146,U10537,C1157,2023-02-13,Tablet,64.0,0.29
S774253,U11313,C1078,2023-11-13,Desktop,18.0,0.17
S584774,U10690,C1065,2024-03-03,Console,44.0,0.25
S805610,U11191,C1167,2024-12-30,Desktop,31.0,
S431996,U11812,C1096,2024-06-29,Tablet,26.0,0.49
S894815,U11555,C1178,2022-08-03,TV,45.0,0.34
S515584,U10972,C1058,2024-05-07,Tablet,100.0,
S218262,U10559,C1217,2024-12-21,Tablet,107.0,0.54
S677831,U11324,C1086,2024-02-04,Tablet,39.0,0.44
S575499,U10298,C1097,2024-10-06,Desktop,21.0,0.54
S690144,U10016,C1118,2022-01-21,TV,37.0,
S210381,U10861,C1165,2024-11-17,Mobile,102.0,0.47
S696044,U11647,C1022,2023-12-10,Console,80.0,0.46
S443047,U10101,C1075,2024-06-29,TV,30.0,
S297890,U11748,C1017,2024-04-12,Desktop,40.0,0.69
S312533,U10786,C1131,2024-07-24,Desktop,28.0,0.37
S979642,U10216,C1092,2024-06-29,Console,138.0,0.13
S996659,U11102,C1005,2024-06-22,Tablet,31.0,0.1
S745902,U11855,C1198,2022-08-11,desktop,118.0,0.43
S292039,U11413,C1003,2022-10-24,TV,41.0,0.56
S135032,U11107,C1218,2024-06-18,Desktop,30.0,0.6
S801000,U10710,C1034,2024-11-03,TV,48.0,0.29
S629803,U11261,C1085,2023-02-28,Tablet,36.0,0.02
S773426,U11766,C1009,2025-01-06,tablet,31.0,0.19
S254520,U11155,C1018,2024-09-16,Console,47.0,0.26
S646466,U11274,C1183,2024-12-20,Console,52.0,
S530872,U12006,C1193,2023-10-08,TV,27.0,0.67
S251293,U11033,C1196,2025-01-10,Tablet,69.0,0.67
S463268,U10560,C1133,2022-04-28,Desktop,73.0,0.79
S865548,U12006,C1027,2024-11-07,Tablet,25.0,0.43
S951813,U11095,C1163,2025-01-27,Desktop,32.0,
S238250,U11637,C1071,2023-08-25,Mobile,31.0,0.18
S667524,U11236,C1191,2022-07-26,TV,,0.65
S305175,U10480,C1104,2024-12-18,Tablet,88.0,0.23
S180192,U10794,C1112,2024-09-08,Console,,0.3
S176569,U11284,C1107,2021-06-01,TV,73.0,0.57
S552008,U11260,C1168,2022-08-15,Tablet,,0.41
S286217,U11011,C1044,2024-07-04,Console,,0.48
S735426,U11725,C1046,2024-11-25,Tablet,15.0,
S597259,U11470,C1220,2024-12-14,Mobile,67.0,0.53
S555175,U10296,C1090,2022-04-22,Console,76.0,0.41
S414215,U11444,C1182,2024-04-06,Console,37.0,0.34
S985826,U10739,C1074,2024-03-15,Desktop,31.0,0.6
S965111,U10953,C1181,2022-03-16,TV,54.0,0.53
S543195,U10335,C1024,2023-07-13,Tablet,61.0,
S100108,U11456,C1127,2021-12-12,TV,50.0,0.52
S910802,U10505,C1203,2024-07-13,Desktop,39.0,
S279733,U11305,C1040,2022-07-23,TV,27.0,
S120772,U11145,C1089,2024-11-27,Tablet,39.0,0.17
S588475,U10310,C1049,2024-09-10,Console,40.0,0.44
S725759,U11202,C1080,2023-01-25,Desktop,31.0,0.67
S363302,U11494,C1170,2024-04-18,Tablet,32.0,
S442025,U10142,C1146,2022-09-17,TV,83.0,0.69
S375818,U10534,C1070,2023-09-03,Console,33.0,0.44
S237705,U11478,C1116,2024-07-24,TV,,0.59
S191987,U10312,C1160,2023-10-07,Tablet,57.0,
S226981,U11560,C1133,2022-01-11,Tablet,25.0,0.45
S564862,U10012,C1037,2024-04-18,Desktop,30.0,0.31
S721054,U11708,C1169,2024-12-27,Tablet,93.0,0.44
S716819,U11622,C1123,2022-12-31,TV,57.0,0.24
S563343,U10055,C1128,2024-09-18,Mobile,56.0,0.18
S773574,U11541,C1105,2024-05-23,TV,22.0,0.34
